R:A::C:P,0,1 6,2 3 4 5
0,0.5,0.19047619047619047,0.30952380952380953
1 6,0.2833333333333333,0.225,0.49166666666666664
2 3 4 5,0.11764705882352941,0.25882352941176473,0.6235294117647059
