R:A::C:P,0 3,1,2,4 5,6
0 3,0.5,0.14285714285714285,0.09523809523809523,0.2619047619047619,0.0
1,0.42857142857142855,0.2571428571428571,0.15714285714285714,0.15714285714285714,0.0
2,0.4411764705882353,0.11764705882352941,0.23529411764705882,0.14705882352941177,0.058823529411764705
4 5,0.45454545454545453,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091
6,1.0,0.0,0.0,0.0,0.0
