R:A::C:P,0,1 3 5 6,2,4
0,0.08502024291497975,0.048582995951417005,0.016194331983805668,0.020242914979757085
1 3 5 6,0.145748987854251,0.25101214574898784,0.11336032388663968,0.05668016194331984
2,0.02834008097165992,0.12550607287449392,0.04048582995951417,0.024291497975708502
4,0.004048582995951417,0.012145748987854251,0.008097165991902834,0.020242914979757085
