R:A::C:P,0,1 3 5 6,2,4
0,0.5,0.2857142857142857,0.09523809523809523,0.11904761904761904
1 3 5 6,0.2571428571428571,0.44285714285714284,0.2,0.1
2,0.12962962962962962,0.5740740740740741,0.18518518518518517,0.1111111111111111
4,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.45454545454545453
