R:A::C:P,0 4,1,2,3 6,5
0 4,0.4217687074829932,0.16326530612244897,0.1564625850340136,0.16326530612244897,0.09523809523809523
1,0.37270341207349084,0.2650918635170604,0.10236220472440945,0.1942257217847769,0.06561679790026247
2,0.26545454545454544,0.18181818181818182,0.14909090909090908,0.28,0.12363636363636364
3 6,0.27586206896551724,0.09533468559837728,0.11156186612576065,0.34685598377281945,0.17038539553752535
5,0.3229166666666667,0.125,0.10416666666666667,0.3125,0.13541666666666666
