R:A::C:P,0 4,1,2,3 6,5
0 4,0.13963963963963963,0.10256410256410256,0.13690476190476192,0.06382978723404255,0.08235294117647059
1,0.31981981981981983,0.43162393162393164,0.23214285714285715,0.19680851063829788,0.14705882352941177
2,0.16441441441441443,0.21367521367521367,0.24404761904761904,0.2047872340425532,0.2
3 6,0.3063063063063063,0.20085470085470086,0.3273809523809524,0.45478723404255317,0.49411764705882355
5,0.06981981981981981,0.05128205128205128,0.05952380952380952,0.0797872340425532,0.07647058823529412
