R:A::C:P,0,1 6,2 4 5,3
0,0.029449423815621,0.023047375160051217,0.034571062740076826,0.006402048655569782
1 6,0.09218950064020487,0.17797695262483995,0.1702944942381562,0.058898847631242
2 4 5,0.04737516005121639,0.08322663252240717,0.1677336747759283,0.04481434058898848
3,0.005121638924455826,0.01792573623559539,0.029449423815621,0.011523687580025609
