R:A::C:P,0,1,2,3,4,5,6,7,p
0,0,34,10,4,10,5,2,1,8
1,140,0,45,33,49,20,51,28,15
2,42,54,0,39,40,34,39,16,11
3,18,11,18,0,14,13,16,5,7
4,11,4,19,11,0,8,5,6,9
5,15,10,10,18,13,0,11,13,6
6,44,54,58,50,55,58,0,44,28
7,8,6,0,5,2,8,1,0,0
p,9,5,6,4,7,7,5,7,0
