R:A::C:P,0 3,1 4 6,2,5
0 3,0.2876712328767123,0.3,0.16,0.18181818181818182
1 4 6,0.4794520547945205,0.54,0.48,0.45454545454545453
2,0.2054794520547945,0.14,0.32,0.36363636363636365
5,0.0273972602739726,0.02,0.04,0.0
