R:A::C:P,0 2,1,3,4 6,5
0 2,0.3346938775510204,0.17959183673469387,0.11836734693877551,0.22448979591836735,0.14285714285714285
1,0.3392857142857143,0.25,0.11071428571428571,0.20714285714285716,0.09285714285714286
3,0.26,0.16,0.18,0.24,0.16
4 6,0.2684563758389262,0.12080536912751678,0.12751677852348994,0.3422818791946309,0.14093959731543623
5,0.21052631578947367,0.12280701754385964,0.12280701754385964,0.3333333333333333,0.21052631578947367
