R:A::C:P,0 2,1 3,4 5 6
0 2,0.34097421203438394,0.31805157593123207,0.34097421203438394
1 3,0.33747412008281574,0.3333333333333333,0.32919254658385094
4 5 6,0.25,0.25,0.5
