R:A::C:P,0 1,2 3 4,5 6
0 1,0.30319148936170215,0.19414893617021275,0.10372340425531915
2 3 4,0.08244680851063829,0.14893617021276595,0.0797872340425532
5 6,0.018617021276595744,0.0425531914893617,0.026595744680851064
