R:A::C:P,0 1,2 4 5 6,3
0 1,0.5,0.2396694214876033,0.20786516853932585
2 4 5 6,0.4426229508196721,0.6790633608815427,0.7078651685393258
3,0.05737704918032787,0.081267217630854,0.08426966292134831
