R:A::C:P,0,1 4,2 3 5
0,0.36363636363636365,0.3181818181818182,0.1111111111111111
1 4,0.45454545454545453,0.5,0.4722222222222222
2 3 5,0.18181818181818182,0.18181818181818182,0.4166666666666667
