R:A::C:P,antag,fool,other,protag
antag,0.002036659877800407,0.0006788866259334691,0.014256619144602852,0.0027155465037338763
fool,0.002036659877800407,0.006109979633401222,0.006109979633401222,0.0013577732518669382
other,0.008146639511201629,0.011541072640868975,0.9008825526137135,0.020366598778004074
protag,0.002036659877800407,0.0013577732518669382,0.010183299389002037,0.010183299389002037
