R:A::C:P,0 6,1,2 3 4 5
0 6,0.41904761904761906,0.1523809523809524,0.42857142857142855
1,0.34513274336283184,0.1902654867256637,0.4646017699115044
2 3 4 5,0.2717948717948718,0.13846153846153847,0.5897435897435898
