R:A::C:P,0 1 5,2 3,4 6
0 1 5,0.5536585365853659,0.21707317073170732,0.22926829268292684
2 3,0.45045045045045046,0.32432432432432434,0.22522522522522523
4 6,0.38926174496644295,0.2684563758389262,0.3422818791946309
