R:A::C:P,0 5 6,1 2 4,3
0 5 6,0.5365853658536586,0.36585365853658536,0.0975609756097561
1 2 4,0.3063063063063063,0.46846846846846846,0.22522522522522523
3,0.0,0.7142857142857143,0.2857142857142857
