R:A::C:P,0 1,2,3,4 5 6
0 1,0.21254801536491677,0.052496798975672214,0.046094750320102434,0.14084507042253522
2,0.06914212548015365,0.03841229193341869,0.030729833546734954,0.08194622279129321
3,0.015364916773367477,0.011523687580025609,0.011523687580025609,0.02560819462227913
4 5 6,0.06530089628681178,0.03329065300896287,0.03329065300896287,0.13188220230473752
