R:A::C:P,0 5,1,2,3,4 6
0 5,0.048132183908045974,0.022270114942528736,0.01221264367816092,0.015804597701149427,0.023706896551724137
1,0.08405172413793104,0.07255747126436782,0.028017241379310345,0.02442528735632184,0.06465517241379311
2,0.05244252873563218,0.035919540229885055,0.029454022988505746,0.028017241379310345,0.05172413793103448
3,0.023706896551724137,0.007902298850574713,0.010775862068965518,0.010775862068965518,0.020114942528735632
4 6,0.09626436781609195,0.029454022988505746,0.040229885057471264,0.04885057471264368,0.11853448275862069
