R:A::C:P,0 5,1,2,3,4 6
0 5,0.1580188679245283,0.13247863247863248,0.10119047619047619,0.12359550561797752,0.08505154639175258
1,0.2759433962264151,0.43162393162393164,0.23214285714285715,0.19101123595505617,0.23195876288659795
2,0.1721698113207547,0.21367521367521367,0.24404761904761904,0.21910112359550563,0.18556701030927836
3,0.07783018867924528,0.04700854700854701,0.08928571428571429,0.08426966292134831,0.07216494845360824
4 6,0.3160377358490566,0.1752136752136752,0.3333333333333333,0.38202247191011235,0.4252577319587629
