R:A::C:P,0 5 6,1,2,3 4
0 5 6,0.45819935691318325,0.2863247863247863,0.3392857142857143,0.41304347826086957
1,0.25241157556270094,0.43162393162393164,0.23214285714285715,0.22826086956521738
2,0.17845659163987138,0.21367521367521367,0.24404761904761904,0.1983695652173913
3 4,0.11093247588424437,0.06837606837606838,0.18452380952380953,0.16032608695652173
