R:A::C:P,0 5 6,1,2,3 4
0 5 6,0.20474137931034483,0.048132183908045974,0.040948275862068964,0.10919540229885058
1,0.11278735632183907,0.07255747126436782,0.028017241379310345,0.0603448275862069
2,0.07974137931034483,0.035919540229885055,0.029454022988505746,0.05244252873563218
3 4,0.04956896551724138,0.011494252873563218,0.022270114942528736,0.042385057471264365
