R:A::C:P,0,1,2,3,4,5,6,7
0,0.0,0.20108695652173914,0.05813953488372093,0.028901734104046242,0.061224489795918366,0.03821656050955414,0.022388059701492536,0.008695652173913044
1,0.4948453608247423,0.0,0.26744186046511625,0.2138728323699422,0.2602040816326531,0.1337579617834395,0.40298507462686567,0.24347826086956523
2,0.15463917525773196,0.29891304347826086,0.0,0.23699421965317918,0.2193877551020408,0.2229299363057325,0.29850746268656714,0.1391304347826087
3,0.06872852233676977,0.059782608695652176,0.10465116279069768,0.0,0.07142857142857142,0.10191082802547771,0.12686567164179105,0.05217391304347826
4,0.041237113402061855,0.021739130434782608,0.12209302325581395,0.07514450867052024,0.0,0.05732484076433121,0.05970149253731343,0.05217391304347826
5,0.054982817869415807,0.059782608695652176,0.06976744186046512,0.10404624277456648,0.07653061224489796,0.0,0.08208955223880597,0.11304347826086956
6,0.15807560137457044,0.32608695652173914,0.37790697674418605,0.31213872832369943,0.3010204081632653,0.39490445859872614,0.0,0.391304347826087
7,0.027491408934707903,0.03260869565217391,0.0,0.028901734104046242,0.01020408163265306,0.050955414012738856,0.007462686567164179,0.0
