R:A::C:P,0,1,2,3 5,4 6
0,0.5,0.11904761904761904,0.09523809523809523,0.09523809523809523,0.19047619047619047
1,0.2894736842105263,0.12280701754385964,0.19298245614035087,0.17543859649122806,0.21929824561403508
2,0.12962962962962962,0.14814814814814814,0.18518518518518517,0.24074074074074073,0.2962962962962963
3 5,0.1,0.05,0.3,0.4,0.15
4 6,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.35294117647058826,0.35294117647058826
