R:A::C:P,0,1,2,3 5,4 6
0,0.3230769230769231,0.1724137931034483,0.09090909090909091,0.0784313725490196,0.13793103448275862
1,0.5076923076923077,0.4827586206896552,0.5,0.39215686274509803,0.43103448275862066
2,0.1076923076923077,0.27586206896551724,0.22727272727272727,0.2549019607843137,0.27586206896551724
3 5,0.03076923076923077,0.034482758620689655,0.13636363636363635,0.1568627450980392,0.05172413793103448
4 6,0.03076923076923077,0.034482758620689655,0.045454545454545456,0.11764705882352941,0.10344827586206896
