R:A::C:P,0,1 6,2 5,3,4
0,0.3230769230769231,0.14035087719298245,0.08333333333333333,0.08571428571428572,0.16666666666666666
1 6,0.5230769230769231,0.47368421052631576,0.5,0.45714285714285713,0.43333333333333335
2 5,0.13846153846153847,0.3333333333333333,0.3,0.2857142857142857,0.2
3,0.0,0.03508771929824561,0.08333333333333333,0.11428571428571428,0.03333333333333333
4,0.015384615384615385,0.017543859649122806,0.03333333333333333,0.05714285714285714,0.16666666666666666
