R:A::C:P,0 3 6,1,2 5,4
0 3 6,0.34,0.21212121212121213,0.12903225806451613,0.4166666666666667
1,0.4,0.6666666666666666,0.41935483870967744,0.3333333333333333
2 5,0.22,0.12121212121212122,0.41935483870967744,0.16666666666666666
4,0.04,0.0,0.03225806451612903,0.08333333333333333
