R:A::C:P,0 6,1,2,3,4,5
0 6,0.23809523809523808,0.1694915254237288,0.13725490196078433,0.10810810810810811,0.21052631578947367,0.32
1,0.4897959183673469,0.5254237288135594,0.4117647058823529,0.4594594594594595,0.3684210526315789,0.16
2,0.17687074829931973,0.288135593220339,0.2549019607843137,0.21621621621621623,0.19298245614035087,0.24
3,0.02040816326530612,0.01694915254237288,0.11764705882352941,0.08108108108108109,0.08771929824561403,0.16
4,0.027210884353741496,0.0,0.0392156862745098,0.02702702702702703,0.12280701754385964,0.0
5,0.047619047619047616,0.0,0.0392156862745098,0.10810810810810811,0.017543859649122806,0.12
