R:A::C:P,0,1 3 6,2,4 5
0,0.43243243243243246,0.32432432432432434,0.0945945945945946,0.14864864864864866
1 3 6,0.18077803203661327,0.4496567505720824,0.10755148741418764,0.2620137299771167
2,0.14181818181818182,0.4618181818181818,0.14909090909090908,0.24727272727272728
4 5,0.14792899408284024,0.3905325443786982,0.15384615384615385,0.3076923076923077
