R:A::C:P,0,1 3 6,2,4 5
0,0.022988505747126436,0.017241379310344827,0.005028735632183908,0.007902298850574713
1 3 6,0.11350574712643678,0.2823275862068966,0.06752873563218391,0.16451149425287356
2,0.028017241379310345,0.09123563218390805,0.029454022988505746,0.04885057471264368
4 5,0.017959770114942528,0.04741379310344827,0.01867816091954023,0.03735632183908046
