R:A::C:P,0,1 3 5,2,4,6
0,0.4857142857142857,0.2571428571428571,0.05714285714285714,0.2,0.0
1 3 5,0.2345679012345679,0.48148148148148145,0.1728395061728395,0.09876543209876543,0.012345679012345678
2,0.11764705882352941,0.5588235294117647,0.23529411764705882,0.029411764705882353,0.058823529411764705
4,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0
6,0.5,0.5,0.0,0.0,0.0
