R:A::C:P,0,1,2,3,4,5,6
0,0.12598425196850394,0.0811965811965812,0.041666666666666664,0.016853932584269662,0.031578947368421054,0.029411764705882353,0.010101010101010102
1,0.36220472440944884,0.43162393162393164,0.23214285714285715,0.19101123595505617,0.2631578947368421,0.14705882352941177,0.20202020202020202
2,0.15354330708661418,0.21367521367521367,0.24404761904761904,0.21910112359550563,0.17894736842105263,0.2,0.1919191919191919
3,0.06692913385826772,0.04700854700854701,0.08928571428571429,0.08426966292134831,0.07894736842105263,0.09411764705882353,0.06565656565656566
4,0.031496062992125984,0.021367521367521368,0.09523809523809523,0.07303370786516854,0.08421052631578947,0.052941176470588235,0.030303030303030304
5,0.06692913385826772,0.05128205128205128,0.05952380952380952,0.10674157303370786,0.07368421052631578,0.07647058823529412,0.05555555555555555
6,0.19291338582677164,0.15384615384615385,0.23809523809523808,0.3089887640449438,0.2894736842105263,0.4,0.4444444444444444
