R:A::C:P,0 4,1 6,2,3 5
0 4,0.6129032258064516,0.25806451612903225,0.06451612903225806,0.06451612903225806
1 6,0.3,0.36666666666666664,0.15,0.18333333333333332
2,0.2222222222222222,0.14814814814814814,0.3333333333333333,0.2962962962962963
3 5,0.25,0.125,0.25,0.375
