R:A::C:P,0 1,2,3 6,4 5
0 1,0.30319148936170215,0.06648936170212766,0.13297872340425532,0.09840425531914894
2,0.07180851063829788,0.034574468085106384,0.06382978723404255,0.04521276595744681
3 6,0.013297872340425532,0.023936170212765957,0.018617021276595744,0.04521276595744681
4 5,0.015957446808510637,0.010638297872340425,0.026595744680851064,0.02925531914893617
