R:A::C:P,antag,fool,other,protag
antag,0.0,0.005089058524173028,0.043256997455470736,0.020356234096692113
fool,0.005089058524173028,0.030534351145038167,0.010178117048346057,0.002544529262086514
other,0.04071246819338423,0.027989821882951654,0.6234096692111959,0.10178117048346055
protag,0.010178117048346057,0.002544529262086514,0.04071246819338423,0.035623409669211195
