R:A::C:P,0,1 4 5,2 3 6
0,0.48148148148148145,0.48148148148148145,0.037037037037037035
1 4 5,0.24242424242424243,0.4696969696969697,0.2878787878787879
2 3 6,0.12121212121212122,0.30303030303030304,0.5757575757575758
