R:A::C:P,0,1 5,2,3,4 6
0,0.12598425196850394,0.0594059405940594,0.041666666666666664,0.016853932584269662,0.020618556701030927
1 5,0.42913385826771655,0.37376237623762376,0.2916666666666667,0.29775280898876405,0.2963917525773196
2,0.15354330708661418,0.2079207920792079,0.24404761904761904,0.21910112359550563,0.18556701030927836
3,0.06692913385826772,0.06683168316831684,0.08928571428571429,0.08426966292134831,0.07216494845360824
4 6,0.22440944881889763,0.29207920792079206,0.3333333333333333,0.38202247191011235,0.4252577319587629
