R:A::C:P,0,1 5,2,3,4 6
0,0.022988505747126436,0.017241379310344827,0.005028735632183908,0.0021551724137931034,0.005747126436781609
1 5,0.07830459770114942,0.10847701149425287,0.035201149425287355,0.03807471264367816,0.08261494252873564
2,0.028017241379310345,0.0603448275862069,0.029454022988505746,0.028017241379310345,0.05172413793103448
3,0.01221264367816092,0.01939655172413793,0.010775862068965518,0.010775862068965518,0.020114942528735632
4 6,0.040948275862068964,0.08477011494252873,0.040229885057471264,0.04885057471264368,0.11853448275862069
