R:A::C:P,0,1 5,2,3,4 6
0,0.43243243243243246,0.32432432432432434,0.0945945945945946,0.04054054054054054,0.10810810810810811
1 5,0.22851153039832284,0.3165618448637317,0.10272536687631027,0.1111111111111111,0.24109014675052412
2,0.14181818181818182,0.3054545454545455,0.14909090909090908,0.14181818181818182,0.26181818181818184
3,0.16666666666666666,0.2647058823529412,0.14705882352941177,0.14705882352941177,0.27450980392156865
4 6,0.12284482758620689,0.2543103448275862,0.1206896551724138,0.14655172413793102,0.35560344827586204
