R:A::C:P,0 1 5,2 3,4 6
0 1 5,0.7344632768361582,0.5795454545454546,0.5585585585585585
2 3,0.22033898305084745,0.3409090909090909,0.3063063063063063
4 6,0.04519774011299435,0.07954545454545454,0.13513513513513514
