R:A::C:P,0 2,1 5 6,3,4
0 2,0.441340782122905,0.3240223463687151,0.15083798882681565,0.08379888268156424
1 5 6,0.43252595155709345,0.32525951557093424,0.10034602076124567,0.14186851211072665
3,0.35294117647058826,0.4411764705882353,0.14705882352941177,0.058823529411764705
4,0.3333333333333333,0.625,0.041666666666666664,0.0
