R:A::C:P,0 4,1,2 3,5 6
0 4,0.4375,0.125,0.21428571428571427,0.22321428571428573
1,0.29642857142857143,0.25,0.2357142857142857,0.21785714285714286
2 3,0.26126126126126126,0.17567567567567569,0.32432432432432434,0.23873873873873874
5 6,0.31137724550898205,0.1437125748502994,0.23353293413173654,0.31137724550898205
