R:A::C:P,0 4,1 5 6,2 3
0 4,0.5945945945945946,0.2702702702702703,0.13513513513513514
1 5 6,0.3969849246231156,0.36180904522613067,0.24120603015075376
2 3,0.2621359223300971,0.44660194174757284,0.2912621359223301
