R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.5904761904761905,0.11428571428571428,0.11428571428571428,0.18095238095238095
3,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.25
4,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.09090909090909091
5 6,0.5,0.35714285714285715,0.0,0.14285714285714285
