R:A::C:P,0 1 3,2 5,4 6
0 1 3,0.4864864864864865,0.3165680473372781,0.3247422680412371
2 5,0.26426426426426425,0.28994082840236685,0.25
4 6,0.24924924924924924,0.39349112426035504,0.4252577319587629
