R:A::C:P,0,1 2 3,4,5 6
0,0.08502024291497975,0.048582995951417005,0.020242914979757085,0.016194331983805668
1 2 3,0.16194331983805668,0.3360323886639676,0.08097165991902834,0.14979757085020243
4,0.004048582995951417,0.016194331983805668,0.020242914979757085,0.004048582995951417
5 6,0.012145748987854251,0.03643724696356275,0.0,0.008097165991902834
