R:A::C:P,0 4,1,2 6,3,5
0 4,0.5945945945945946,0.10810810810810811,0.17567567567567569,0.05405405405405406,0.06756756756756757
1,0.40963855421686746,0.18674698795180722,0.27710843373493976,0.10240963855421686,0.024096385542168676
2 6,0.27835051546391754,0.1958762886597938,0.3402061855670103,0.09278350515463918,0.09278350515463918
3,0.2727272727272727,0.045454545454545456,0.36363636363636365,0.13636363636363635,0.18181818181818182
5,0.29411764705882354,0.0,0.29411764705882354,0.23529411764705882,0.17647058823529413
