R:A::C:P,0,1 2 5,3 4 6
0,0.16911764705882354,0.07887323943661972,0.07586206896551724
1 2 5,0.6617647058823529,0.6816901408450704,0.6103448275862069
3 4 6,0.16911764705882354,0.23943661971830985,0.3137931034482759
