R:A::C:P,0,1 5 6,2,3 4
0,0.3150684931506849,0.3698630136986301,0.0821917808219178,0.2328767123287671
1 5 6,0.1767337807606264,0.46308724832214765,0.116331096196868,0.24384787472035793
2,0.13372093023255813,0.4069767441860465,0.1744186046511628,0.28488372093023256
3 4,0.12359550561797752,0.38202247191011235,0.20224719101123595,0.29213483146067415
