R:A::C:P,0,1,2,3 4,5,6
0,28,8,4,10,5,5
1,47,31,21,38,4,25
2,10,17,13,19,6,16
3 4,3,1,8,16,4,4
5,4,0,2,5,3,3
6,1,2,3,6,3,1
