R:A::C:P,0,1,2 4,3 5 6
0,0.12598425196850394,0.0811965811965812,0.036312849162011177,0.018315018315018316
1,0.36220472440944884,0.43162393162393164,0.24860335195530725,0.1813186813186813
2 4,0.18503937007874016,0.23504273504273504,0.2988826815642458,0.25457875457875456
3 5 6,0.32677165354330706,0.25213675213675213,0.41620111731843573,0.5457875457875457
