R:A::C:P,0,1 2 3 5,4 6
0,0.12598425196850394,0.04533333333333334,0.020618556701030927
1 2 3 5,0.6496062992125984,0.632,0.5541237113402062
4 6,0.22440944881889763,0.32266666666666666,0.4252577319587629
