R:A::C:P,0,1 3 4,2,5 6
0,0.3010752688172043,0.11764705882352941,0.0784313725490196,0.12658227848101267
1 3 4,0.5376344086021505,0.5620915032679739,0.5686274509803921,0.46835443037974683
2,0.10752688172043011,0.23529411764705882,0.2549019607843137,0.27848101265822783
5 6,0.053763440860215055,0.08496732026143791,0.09803921568627451,0.12658227848101267
