R:A::C:P,0,1 3 4,2,5 6
0,0.4666666666666667,0.3,0.06666666666666667,0.16666666666666666
1 3 4,0.24752475247524752,0.42574257425742573,0.14356435643564355,0.18316831683168316
2,0.12345679012345678,0.4444444444444444,0.16049382716049382,0.2716049382716049
5 6,0.15151515151515152,0.3939393939393939,0.15151515151515152,0.30303030303030304
