R:A::C:P,0 4,1 2 3 5,6
0 4,0.6129032258064516,0.3548387096774194,0.03225806451612903
1 2 3 5,0.2765957446808511,0.7127659574468085,0.010638297872340425
6,0.0,1.0,0.0
