R:A::C:P,0,1,2 3,4 5,6
0,0.16911764705882354,0.08843537414965986,0.05472636815920398,0.10096153846153846,0.056179775280898875
1,0.4411764705882353,0.47619047619047616,0.3283582089552239,0.23557692307692307,0.39325842696629215
2 3,0.19852941176470587,0.2653061224489796,0.3582089552238806,0.3125,0.21348314606741572
4 5,0.10294117647058823,0.05442176870748299,0.12437810945273632,0.17307692307692307,0.14606741573033707
6,0.08823529411764706,0.11564625850340136,0.13432835820895522,0.1778846153846154,0.19101123595505617
