R:A::C:P,0,1 2 3 4,5 6
0,0.3010752688172043,0.10784313725490197,0.12658227848101267
1 2 3 4,0.6451612903225806,0.803921568627451,0.7468354430379747
5 6,0.053763440860215055,0.08823529411764706,0.12658227848101267
